With article id: 1478bf7b-1c23-4235-9ed2-b8c287fc952c and link: http://www.reuters.com/finance/stocks/INWN.NS/key-developments/article/3268357
'638590509603274752'	Inox Wind Says: Will Be Responsible For Entire Project Lifecycle @CNBCTV18Live
'644962603756863488'	@darenchapin : A Medium Post
'638721782850129920'	RT @waldimar: Hlaudi Motsoeneng last night in Insig: If you always report on crime, you encourage young people to commit crime.
'639296882280411136'	SABC's #Motsoeneng says media reports on crime "encourage young people to commit crime". @SITHOLEEXPRESS http://t.co/BGFsTO7a0E
'639045987584081920'	"Journalists don't do what they're supposed to do. They are not factual in their reporting." Hlaudi Motsoeneng
'638806123169116161'	[ICYMI] Disgraceful Hlaudi Motsoeneng tells @waldimar that crime reporting inspires the youth to do crime! --&gt; http://t.co/VyDaw3qs72
'639777887776829440'	@ImjoOfficial @Lotus_F1Team @charlie_whiting Prime (medium)
----------
With article id: be94f275-223c-46bd-8efd-fafa03872368 and link: http://news.yahoo.com/evonexus-demo-day-features-san-diegos-most-innovative-134500328.html
'645682586245836800'	RT @Popo_WCPOSports: Dunlap and Atkins end the San Diego drive at the Chargers 2.  @WCPO
'646630105083682816'	Mix and mingle over free drinks, and see these 50 of the world’s best startups demo their companies: http://t.co/obf6PEYLs4
'648669438149922816'	@PhuzzieSlippers (I think that's what happened, based on little I read)
'639318935481925632'	Israeli #biotechnology firm voted Among ‘Most Innovative #Startups’ Globallyhttp://t.co/v1LMojNCY1 via @NoCamels http://t.co/T3tqOd9BmY
'646906042786275329'	SAN DIEGO -- Rewrite.
'647274378338549760'	12 of the most overdue books in San Diego: http://t.co/i1EWRsfmhZ http://t.co/2t53dyyCV1
'639622638181027842'	First punt of the day for San Diego and Hayne is back to return! http://t.co/qBSBYwfl20
'643899606254813184'	San Diego has broken its rainfall record for the day, with 1.15 inches of rainfall at 2 PM. The previous record was 0.12 inches in 1906.
'639229317516361728'	@capriottisjason We had em in San Diego.
'639451207677931520'	Seven New Startups From Silicon Valley’s Favorite New Demo Day http://t.co/bauhca1t48
'647815657816371200'	.@gordonwjones takes a closer look at @PennStateFball's matchup with San Diego State: http://t.co/MZpHyuA9Sj http://t.co/2nhYsRou1m
'646681387337035779'	#PopeFrancis now addressing the crowd in DC. Watch LIVE on San Diego 6  right now!
'645594629606391809'	San Diego State finished 254th nationally in two-point shooting, 266th in 3-point shooting, &amp; 339th in FT shooting. Finished 27-9. DEFENSE.
'644249777291444225'	RT @500Startups: Great advice from @abarrica: "7 Lessons from 500, YC, Angelpad alum — How to Prepare For Any Accelerator Interview" http:/…
'646423824812998656'	The Now - San Diego's most color coordinated news team ;) @10News 4PM @arielwesler http://t.co/zZukUTOFHQ
'645016187588382720'	5 years ago today @BlaineGabbert threw a pass, @JerrellCJackson threw a block and we stole one from San Diego State http://t.co/ofDnMbWJUF
'648668849609527296'	RT @WeAreCardiff: Swap it! Get in on the design competition from @GreenCityEvents  http://t.co/lvpWl9Qe5O
'644897997034098688'	#Stanford World’s Most Innovative University According To Study « CBS San Francisco http://t.co/120SHbsv1g
'641601828715671552'	Entrepreneur First Demo Day: Meet The Nine Startups That Presented (And Read Our Take) http://t.co/eEcl4jtL2d
'638945235666493440'	'It thrives in the secrecy of its leaders and the blind obedience of its members. Because of the secrecy of their... http://t.co/Zi87rrYpzK
'648669440616235008'	Globally, more than 2 million plastic bags are used every minute. http://t.co/E8i2HoE7iv #OneSmallThing @boxedwater http://t.co/iRIDKNTzXi
'648669444768567300'	@ealboim makes perfect sense. He's the best. And this debate used same format as previous consortium debates. 1x1 + open debate. Worked.
'645905448701440000'	Mix and mingle over free drinks, and see these 50 of the world’s best startups demo their companies: http://t.co/U8qyz6qkDG
'644302607691853824'	RT @UTDavidGarrick: 'Minidorm' battle intensifies near San Diego State. Revised ordinance gives city new weapon against rowdy houses. http:…
'642744397868724225'	RT @highburyonfoot: Glad to bump in to @natalieben and @GreenJeanMEP at the #refugeeswelcome demo. An inspiring day. Overwhelming warmth. h…
'648669410907963392'	Ex-Princeton student sentenced to 5 years for mailroom drug bust http://t.co/5e7CCpBUOB
'647065649802383362'	@AiritamNation Safe travels in San Diego, Scott! ❤️✈️
'638850597215698944'	Why @pacifyapp is 1 of the most #innovative #telemedicine #startups defining #healthtech’s future http://t.co/1QVK7Wsqpn
'644168882945699841'	50 of the world’s best startups will demo &amp; you’ll get an exclusive chance to see the diversity in our tech startups! http://t.co/KgHkgn2wik
'641082679056842752'	San Diego tonight https://t.co/qt2IYrKIfy
'644818222429159424'	Mix and mingle over free drinks, and see 50 of the world’s best startups demo their companies: http://t.co/2qzbzg2Qlv http://t.co/Jf9u0jonH3
'649307816780505088'	Now on @KPBSMidday: San Diego exhibit explores intersection of art and music. http://t.co/zKh7AD667Y
'648671130618753024'	Nice sunset. Stay classy, San Diego.
'643944734847815681'	I’ve updated my San Diego State report to include a statement from SDSU and explain what it means.Story: http://t.co/AmuPFRmi60
'638900393808793600'	'Summer of shame': DUI-related deaths on the rise in San Diego http://t.co/b8QpLzdPsk
'648669369917046784'	well that's a pretty normal average videogame controller that is not weird if I ever seen one http://t.co/R2anE8zavv
'648032281999753216'	Thank you, San Diego.
'643823426155581440'	On way to Orange &amp; San Diego counties to discuss the U.S. And local economies. #RealEconomy #MiddleMarket
'649297308673277952'	#LIVE at #GEMM15 San Diego's #brainycity journey leveraging the #IndustrialInternet https://t.co/LYDXLXr1gs
'642715106573447168'	RT @highburyonfoot: Glad to bump in to @natalieben and @GreenJeanMEP at the #refugeeswelcome demo. An inspiring day. Overwhelming warmth. h…
'640274905968308224'	@jorgearangure @MartinoNYDN - He is the San Diego of sportswriters.
'641792181351657472'	San Diego State with a great pick up in top 100 PF Jalen McDaniels. Love his upside. 6-9, mobile, athletic &amp; skilled. Just needs strength.
'642993889188708353'	RT @RightsRecourse: In the case of the Khoi and the San what are the tribes making up the Khoi and the San &amp; what differentiates them from …
'645781361907863553'	10 truly innovative auto startups http://t.co/xVoDSuv5qA
'639257263274745856'	Our last day in San Diego. 
'639448678109868032'	Seven New Startups From Silicon Valley's Favorite New Demo Day http://t.co/W2NB1UFOOW by @cookie
'639132184134160384'	San Diego and Carlsbad home values gain 5.2% in July, according to report (via @SDBusiness): http://t.co/PNNNHunzLP
'638916959325716480'	@numillustration oh hai San Diego nerd. I too am a San Diego nerd.
'639203678273073153'	This weekend, meet former and current Olympic hopefuls in San Diego as part of "Road to Rio:" http://t.co/z6amdFNXus http://t.co/Dz1l2TGC4p
'639162295306878976'	RT @KCusatoKUSI: San Diego Unified wants you! The need for teachers, and the candidates who want to be in the classroom. @kusinews http://t…
'648918614851080193'	San Diego is leading the way to a brighter and more intelligent future. http://t.co/j3Z6NNiZLq http://t.co/JLOHoxhRfi
'644293503980339200'	San Diego's USS Midway named top museum. http://t.co/BZozz19R4C
'638900073917624320'	"Summer of shame": DUI-related deaths on the rise in San Diego http://t.co/b8QpLzdPsk
'645303906403262464'	San Diego Restaurant Week starts tomorrow!  (@ San Diego, California) http://t.co/VrvxTL1kMD Details http://t.co/IN1MhPBPa1
'648675235504463873'	Want to volunteer at #LAUNCHScale and/or #LAUNCHMobile?  Apply here: http://t.co/zXeEtxziNb
'645362512221769729'	RT @smoss: RT Check out myself and @1Omarion shutting down the stage last night in San Diego,CA http://t.co/U262X9O1Fw
'648668855942926337'	am loving @BernieSanders
'643379440953769984'	10 truly innovative auto startups http://t.co/0WNrvhILsF
'639182859811446784'	U.S. TREASURY'S LEW - WILL HOLD CHINA ACCOUNTABLE ON CURRENCY. By welcoming their battleships in San Diego?
'639144438233624576'	@Snemyllas not San Diego...Diego Garcia ...and it was WAY b4 iPhones and YouTube !!! :) :) i need evidence !!! real !! :)
'640415642655453184'	Headed to @MatineeUSA San Diego!
'648675260263325696'	@lifeinanutshel Right? I got totally lucky and just snapped it at exactly the right moment.
'639164122655944704'	The group is expected to fly back to San Diego tonight or tomorrow @CBS8 @News8
'648676682526760960'	Think the Pirates have left as many on base as the Packers have points tonight.
----------
With article id: 011e98e2-0434-4004-b020-7a4a81e12d68 and link: http://www.hardenexpress.com.au/story/3325396/graffiti-inspired-site-in-collingwood-on-track-to-showcase-rooftop-trains/?cs=9
'644257258659020802'	Riverhead, St. Mary's Bay rocking the quinoa fields! Man oh man I love that town. #thenews
'639327579602731008'	RT @fulelo: "a new period of stagnation, its depth can be judged by the fact that not even Beslan could disturb it" A. Politkovskaya on Rus…
'639345127648051200'	Police lining the station platform now. Protecting a train without migrants on. Looks like a domestic train on opposite platform
'641777338603192320'	@EliseGolanowski The delay is most likely due to the volume of people on the trains. The planned roll out of 4-car trains later this 1/2
'648675235504463873'	Want to volunteer at #LAUNCHScale and/or #LAUNCHMobile?  Apply here: http://t.co/zXeEtxziNb
'638817456945913857'	Word on the street is graffiti.
'648669444768567300'	@ealboim makes perfect sense. He's the best. And this debate used same format as previous consortium debates. 1x1 + open debate. Worked.
'640123339500048384'	Six employees at Riverhead and Wading River businesses sold liquor to minors, cops say http://t.co/ZV8BJyjW9X
'644104708949430272'	The 7:54AM train from Deer Park due Riverhead at 8:55AM will originate in Ronkonkoma Station today.
'644610636488556545'	@DJMikeShorty There are # of trains that do that. What time do you take the train and I can give you some times so you can avoid them. *RS
'646578762738479104'	@sratkinson1 Hi, some trains were held earlier for a brief period due to a trespasser on the track. It's all clear now and trains are moving
'649350065769738240'	@findmystation Riverhead, NY
'639567913838641153'	@ReeseEdward It depends on the game, Reese. There will be a library of over 100 titles that will be supported at the launch of the service.
'644860039346282496'	@fwph Sorry to hear that. E trains are running on the F line at this time due to a train with mechanical issues in the river tube. ^JP
'639246445674008576'	@CJ_Roses Sometimes. Don't always have the time to check figures on the spot. It can take several days. Do you have a quick way of checking?
'642666270299549697'	Collingwood cooling on Carlton's Matthew Kreuzer: Collingwood are believed to have cooled on the prospect of s... http://t.co/Y732nZU3kK
'640512794148929536'	Time to change trains: Refugees move from the Hungarian to the Austrian at the Hegyeshalom train station http://t.co/Q2jIc5TUpr
'649370949024935936'	High priority to get on track http://t.co/YKrDz8xhDx  #Cranbourne #Melbourne #trains http://t.co/oCwstMc17J
'646868160965033984'	Got stopped at not only one but TWO trains on the Ring Road. Crossed one set of tracks to get stuck at the next. Didn't know could happen.
'638614525051179008'	Train Carrying Migrants Stopped At Hungary - Austria Border: Austrian train operator ÖBB has stopped a train f... http://t.co/vNFd9uBgMn
'647179871064584193'	Work was not finished on a railroad track in Athens. A train is stopped on the tracks and the road will be blocked for several more hours
'648668849609527296'	RT @WeAreCardiff: Swap it! Get in on the design competition from @GreenCityEvents  http://t.co/lvpWl9Qe5O
'648669410907963392'	Ex-Princeton student sentenced to 5 years for mailroom drug bust http://t.co/5e7CCpBUOB
'647796585523453952'	Train Trivia: In train terminology, what is a "yellow eye?"
'648668855942926337'	am loving @BernieSanders
'648669438149922816'	@PhuzzieSlippers (I think that's what happened, based on little I read)
'640095672386109440'	Train was going south to Pecs, police telling refugees it's the wrong train. Some got off train and waiting to take internal train west.
'639570493675188224'	It can be at a high level and one of the best leagues in the world.@MLS  https://t.co/iP92Mi2s35
'642325357018906624'	Today is my first time in NYC on 9/11. You can feel it, even on the streets and the trains nowhere near downtown. #911Day
'638864309808955392'	@SmallLady0 There appears to be a train there now. There has been a gap between trains due to the earlier medical emergency ^LA
'639585416593719296'	It could be worse. You could be a loser who doesn't even know Snapchat tricks. Like, can you even imagine? https://t.co/sJaMofLaah
'639458341715091456'	RT @MariaKIRO7: BNSF on train vs train on Port of Tacoma Rd and Marshall Ave:BNSF train was stopped &amp; Tacoma Rail train hit it. Engine &amp; c…
'639457794597388288'	BNSF on train vs train on Port of Tacoma Rd and Marshall Ave:BNSF train was stopped &amp; Tacoma Rail train hit it. Engine &amp; car derailed.
'638840421154734081'	@IDCavanagh Just to clarify, these are the speakers on the platform and not one in any of the trains, correct? *mh
'644138445691060224'	Irish Rail appeals for end to graffiti on trains | http://t.co/B5JOstGFer (SN) http://t.co/O580nGnxxS
'639492323383078912'	One of those days. Lots going on, it's difficult to find time to write about it all.  Can there ever be too much news ? #f1
'647301077256114176'	Jakarta Train Crash: Train Drivers Always Supervised  http://t.co/R5efRdaTSp
'644237583724122112'	Irish Rail appeal to Graffiti artists to stop drawing on trains arthttp://goo.gl/KYFjBg http://t.co/H3XfduMD4w
'639326606603997184'	"a new period of stagnation, its depth can be judged by the fact that not even Beslan could disturb it" A. Politkovskaya on Russia 2004
